Category,message,Mensagem
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Você cadastrou a Sinco como beneficiária. Acesse icicibank.com e digite o URN <#> para confirmar. Cuidado com fraudes. NÃO compartilhe ou divulgue o URN para ninguém.
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers","Não, decidi que só quem se importa com as coisas vota, e se importar com as coisas é coisa de perdedor."
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,Kaiez... Aproveite suas aulas... Nossa... Acho que a segunda opção parece melhor... Vou te mandar mensagem...
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Você cadastrou a Sinco como beneficiária. Acesse icicibank.com e digite o URN <#> para confirmar. Cuidado com fraudes. NÃO compartilhe ou divulgue o URN para ninguém.
ham,cool. We will have fun practicing making babies!,Legal! Vamos nos divertir praticando como fazer bebês!
ham,Actually getting ready to leave the house.,Estou me preparando para sair de casa.
ham,K..k..any special today?,Ok... alguma promoção hoje?
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",INFORMAÇÃO URGENTE E IMPORTANTE PARA USUÁRIOS DA O2. HOJE É SEU DIA DE SORTE! DESCUBRA O PORQUÊ. ACESSE HTTP://WWW.URAWINNER.COM. UMA SURPRESA FANTÁSTICA ESPERA POR VOCÊ.
ham,Then we gotta do it after that,"Depois disso, temos que fazer isso."
ham,"I've got ten bucks, jay is being noncomittal","Eu tenho dez dólares, Jay está sendo evasivo."
ham,Where at were hungry too,Onde também estávamos com fome
ham,Pls speak to that customer machan.,"Por favor, fale com aquele atendente."
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,"Em algum lugar lá fora, sob a pálida luz da lua, alguém pensa em você, em algum lugar lá fora onde os sonhos se tornam realidade... boa noite e bons sonhos"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","Quando seu amado ficar bravo com você, não leve a sério... Porque ficar bravo é a forma mais infantil e verdadeira de demonstrar afeto, carinho e amor profundos! Tenha um bom dia!"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,"Prezado(a), você foi convidado(a) para o XCHAT. Esta é nossa última tentativa de contato! Envie CHAT para 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 anos"
ham,So wats ur opinion abt him and how abt is character?,"Então, qual a sua opinião sobre ele e sobre o caráter dele?"
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,Jay está rindo baixinho e me diz que x está estragando completamente os acordes enquanto conversamos.
ham,No..few hours before.went to hair cut .,Não... algumas horas antes... fui cortar o cabelo.
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,Não me admira... Porque não me lembro de ter visto um carro prateado... Mas acho que vi um preto...
ham,Lmao. Take a pic and send it to me.,Haha. Tira uma foto e me manda.
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),Fale apenas quando sentir que suas palavras são melhores que o silêncio... Bom dia! :-)
ham,No. She's currently in scotland for that.,Não. Ela está atualmente na Escócia para isso.
ham,Do you work all this week ?,Você trabalha a semana toda?
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,Parabéns! Você ganhou um dos seguintes prêmios: um vale-presente de £500 em CDs e uma entrada gratuita no nosso sorteio semanal de £100! Envie um SMS com a palavra MUSIC para 87066. Termos e Condições: www.Ldew.com 1 win150ppmx3age16
ham,Lol great now im getting hungry.,"Haha, ótimo, agora fiquei com fome."
ham,Yes.. now only saw your message..,Sim... só vi sua mensagem agora...
ham,I'll be at mu in like  &lt;#&gt;  seconds,Estarei em casa em questão de segundos.
ham,Ok...,OK...
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,"Tudo bem, obrigada! Tenho provas em março, não revisei nada? A Fran ainda está com o namorado? Tenho uma entrevista para Exeter, estou um pouco preocupada!"
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up","Quer saber? Se você fizer uma planilha e anotar de quem foi a ideia de fumar para determinar quem ""fuma demais"" durante todo o mês de fevereiro, eu acerto."
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,"À venda: alvo de dardos Arsenal. Em bom estado, mas sem números duplos ou triplos!"
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,"Não olhe para trás, para o prédio, porque você não tem casaco e eu não quero que você fique mais doente. Apenas volte logo para casa e vista um casaco para ir à academia!!!"
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""","Um pensamento pessoal doloroso: ""Eu sempre tento agradar a todos o tempo todo. Mas ninguém me reconhece quando estou sozinho."""
ham,Thanks for ve lovely wisheds. You rock,Obrigada pelos votos tão carinhosos. Você arrasa!
ham,You intrepid duo you! Have a great time and see you both soon.,Que dupla intrépida! Divirtam-se muito e nos vemos em breve.
ham,I asked sen to come chennai and search for job.,Pedi ao Sen que viesse a Chennai procurar emprego.
ham,Dad went out oredi...,Papai saiu para...
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.","Só espero que seja verdade que ele está sentindo minha falta, porque eu estou sentindo muita falta dele! Você ainda não fez nada para se sentir culpado."
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,"O que é tão tarde, mas ainda é cedo? Ou a gente só vai jantar? Aiya, não sei..."
ham,"Arms fine, how's Cardiff and uni?","Meus braços estão bem, como estão Cardiff e a universidade?"
ham,In fact when do you leave? I think addie goes back to school tues or wed,"Aliás, quando você vai embora? Acho que a Addie volta para a escola na terça ou quarta."
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)","Brisa fresca... Sol brilhante... Flor desabrochando... Pássaros cantando... Tudo isso esperando para te desejar: ""BOM DIA e TENHA UM ÓTIMO DIA"" :)"
ham,Ya:)going for restaurant..,Sim :) indo a um restaurante...
ham,"Its ok., i just askd did u knw tht no?","Tudo bem, eu só perguntei se você sabia disso. Não?"
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,Entrada gratuita na 1ª semana! Envie 2 SMS com a palavra POD para concorrer a um iPod de 40GB ou £250 em dinheiro todas as semanas. Envie POD para 84128. Consulte os termos e condições em www.textpod.net ou ligue para o atendimento ao cliente: 08712405020.
ham,Those ducking chinchillas,Aquelas chinchilas esquivas
ham,I am in a marriage function,Estou em uma cerimônia de casamento.
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,"Parece que você vai sair na frente. Eu vou sair daqui por volta das 14h30, mas se você estiver mesmo com vontade da minha companhia, posso ir mais cedo — a gente ia se encontrar em Rummer."
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,"Não dou a mínima para o que eles pensam, e eu certamente não me importo. Qualquer amigo meu e tudo mais!"
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,"Como assinante cadastrado, você participará do sorteio de um vale-presente de £100 ao responder corretamente à pergunta 80062: ""Qual é o número 1 nas paradas da BBC?"""
ham,say thanks2.,Diga obrigado.
ham,Msg me when rajini comes.,Me avise quando Rajini chegar.
ham,Ya! when are ü taking ure practical lessons? I start in june..,Sim! Quando você vai ter suas aulas práticas? Eu começo em junho.
ham,"That's good, because I need drugs","Que bom, porque eu preciso de drogas."
ham,Stupid.its not possible,Estúpido. Não é possível.
ham,Can ü all decide faster cos my sis going home liao..,Vocês podem decidir logo porque minha irmã já está indo para casa?
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,"O verão finalmente chegou! A fim de bater um papo ou flertar com solteiros(as) atraentes na sua região? Para encontrar um par, basta responder VERÃO agora mesmo. Cadastro grátis. Para cancelar, envie STOP por SMS. Ajuda: 08714742804"
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,"Você está dormindo agora... Ou vai tomar alguma coisa? Haha... Tenho espiões, né? Eu online checando e respondendo e-mails..."
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,"Claire, estou aqui, passando por um momento entediante e agora estou sozinha. Quer vir aqui hoje à noite? Converse agora: 09099725823. Espero te ver! Beijos, Claire xx. Ligações: £1/min. Mais celulares. EMSPOBox45PO139WA"
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.","Lutar contra o mundo é fácil, ou você ganha ou perde, mas lutar contra alguém próximo é difícil: se você perde, você perde; se você ganha, você ainda perde."
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,"Comprei um toque e agora estou recebendo mensagens de texto cobrando 3 libras por mais toques, etc."
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D","Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (casamento)programa edhae, então lyf ainda não superou chikku..ali vargu lyfu miau miau:-D"
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,Mais ou menos. O primeiro que chegar entra às doze! Ah. Falamos amanhã.
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",09066362231 URGENTE! Seu número de celular 07xxxxxxxxx ganhou um prêmio bônus de £2.000 em 02/06/03! Esta é a segunda tentativa de contato! Ligue para 09066362231 o mais rápido possível!
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,"Ok, ótimo, então eu volto mais tarde para te encontrar... Que sorte que eu te disse para ir mais cedo... Depois as pessoas te pegaram e não te encontraram mais..."
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,"O que te faz pensar que eu vou cair? Mas, na verdade, acho que sou bastante propenso a quedas. Ainda bem que meu pai está em casa, já pedi para ele vir me buscar."
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+","VOCÊ (07801543489) tem garantia de ganhar o mais recente celular Nokia, um iPod MP3 player de 40GB ou um prêmio de £500! Envie a palavra COLETAR para o número 83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Sua conta foi recarregada com sucesso em INR <DECIMAL>. Seu saldo na conta pré-paga KeralaCircle é de Rs <DECIMAL>. Seu ID de transação é KR <#>.
ham,I wont touch you with out your permission.,Não vou te tocar sem a sua permissão.
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,"Olá, sou a Lucy. Meu marido está em reuniões o dia todo na sexta-feira e eu estarei sozinha no hotel. Você gostaria de vir aqui? Por favor, deixe uma mensagem hoje no 09099726395. Lucy x Ligações £1/min. MobsmoreLKPOBOX177HP51FL"
